posisi_id;kode_posisi;nama_posisi;parent;Direktorat_id;Division_id;Departemen_id;people_id;Jobtitle_code;Parent_path
1;8020827;HEAD OF DIVISION AM-DOMESTIC SALES REPLACEMENT;7163;50125;30133;0;;GT_GM;
2;8020828;HEAD OF SALES COMMERCIAL TIRES;1;50125;30133;0;;GT_SMGR;
3;8020829;DEPT. HEAD SALES COMMERCIAL TIRES;2;50125;30133;10185;;GT_MGR;
4;8020830;SALES OFFICER COMMERCIAL TIRES;3;50125;30133;10185;;GT_SPV;
5;8020831;DEPT. HEAD SALES COMMERCIAL TIRES;2;50125;30133;10186;;GT_MGR;
6;8020832;SUB DEPT. HEAD SALES COMMERCIAL TIRES;5;50125;30133;10186;;GT_JMGR;
7;8020833;SALES OFFICER COMMERCIAL TIRES;5;50125;30133;10186;;GT_SPV;
8;8020834;DEPT. HEAD SALES COMMERCIAL TIRES;2;50125;30133;10187;;GT_MGR;
9;8020835;SUB DEPT. HEAD SALES COMMERCIAL TIRES & NATIONAL FLEET;8;50125;30133;10187;;GT_JMGR;
10;8020837;SALES OFFICER NATIONAL FLEET;8;50125;30133;10187;;GT_SPV;
11;8020838;DEPT. HEAD SALES COMMERCIAL TIRES;2;50125;30133;10188;;GT_MGR;
12;8020839;SALES OFFICER COMMERCIAL TIRES;11;50125;30133;10188;;GT_SPV;
13;8020840;DEPT. HEAD SALES COMMERCIAL PROJECT;1;50125;30133;10189;;GT_MGR;
14;8020841;DEPT. HEAD BUSINESS SUPPORT;1;50125;30133;10190;;GT_MGR;
15;8020842;SUB DEPT. HEAD TSS;14;50125;30133;10190;;GT_JMGR;
16;8020843;TSS OFFICER;15;50125;30133;10190;;GT_SPV;
17;8020846;SUB DEPT. HEAD TSS;14;50125;30133;10190;;GT_JMGR;
18;8020847;TSS OFFICER;17;50125;30133;10190;;GT_SPV;
19;8020850;TRAINING OFFICER;17;50125;30133;10190;;GT_SPV;
20;8020851;DATA CENTER OFFICER;14;50125;30133;10190;;GT_SPV;
21;8020852;HEAD OF SALES RETAIL;1;50125;30133;0;;GT_SMGR;
22;8020853;DEPT. HEAD RETAIL SALES;21;50125;30133;10191;;GT_MGR;
23;8020854;SUB DEPT. HEAD RETAIL SALES;22;50125;30133;10191;;GT_JMGR;
24;8020855;RETAIL SALES OFFICER;22;50125;30133;10191;;GT_SPV;
25;8020856;DEPT. HEAD RETAIL SALES;21;50125;30133;10192;;GT_MGR;
26;8020857;SUB DEPT. HEAD RETAIL SALES;25;50125;30133;10192;;GT_JMGR;
27;8020859;HEAD OF SALES PCR TIRES;1;50125;30133;0;;GT_SMGR;
28;8020860;DEPT. HEAD SALES PCR TIRES;27;50125;30133;10193;;GT_MGR;
29;8020861;SUB DEPT. HEAD SALES PCR TIRES;28;50125;30133;10193;;GT_JMGR;
30;8020864;SALES OFFICER PCR TIRES;28;50125;30133;10193;;GT_SPV;
31;8020865;SUB DEPT. HEAD ADMINISTRATION;27;50125;30133;0;;GT_JMGR;
32;80208651;SALES ADMINISTRATION;31;50125;30133;0;;GT_SPV;
111;8020866;HEAD OD DIVISION MARKETING;7163;50125;30136;0;;GT_GM;
222;8020867;DIGITAL MARKETING SPECIALIST;111;50125;30136;0;;GT_MGR;
333;8020868;DEPT. HEAD BRAND MANAGEMENT;111;50125;30136;10196;;GT_MGR;
444;8020869;SUB DEPT. HEAD BRAND MANAGEMENT;333;50125;30136;10196;;GT_JMGR;
555;8020870;BRAND MANAGEMENT OFFICER;444;50125;30136;10196;;GT_SPV;
666;8020871;SUB DEPT. HEAD BRAND MANAGEMENT;333;50125;30136;10196;;GT_JMGR;
777;8020872;BRAND MANAGEMENT OFFICER;666;50125;30136;10196;;GT_SPV;
888;8020873;MARKETING COMMUNICATION OFFICER;333;50125;30136;10196;;GT_SPV;
999;8020874;SPECIAL PROJECT SPECIALIST;111;50125;30136;0;;GT_MGR;
1110;8020875;SUB DEPT. HEAD GRAPHIC DESIGN;111;50125;30136;0;;GT_JMGR;
1221;8020876;GRAPHIC DESIGN OFFICER;1110;50125;30136;0;;GT_SPV;
1332;8020877;GRAPHIC DESIGN OFFICER;1110;50125;30136;0;;GT_SPV;
1443;8020878;SUB DEPT. HEAD EVENT SUPPORT;111;50125;30136;0;;GT_JMGR;
1554;8020879;STAFF EVENT SUPPORT;1443;50125;30136;0;;GT_STFF;
1665;8020880;SECTION HEAD ADMINISTRATION;111;50125;30136;0;;GT_SPV;
1776;8020881;STAFF ADMINISTRATION;1665;50125;30136;0;;GT_STFF;
1887;8020882;STAFF ADMINISTRATION;1665;50125;30136;0;;GT_STFF;
1998;8020883;DEPT. HEAD PRODUCT MARKETING;111;50125;30136;10197;;GT_MGR;
2109;8020884;MARKETING INTELLEGENCE SPECIALIST;1998;50125;30136;10197;;GT_JMGR;
2220;8020885;PRODUCT SPECIALIST;1998;50125;30136;10197;;GT_JMGR;
2331;8020886;PRODUCT SPECIALIST;1998;50125;30136;10197;;GT_JMGR;
5807;8003394;DIVISION HEAD CORPORATE GENERAL AFFAIRS;13568;121212;33334;0;;GT_GM;
5809;8003395;DEPUTY DIVISION HEAD CORPORATE GENERAL AFFAIRS;5807;121212;33334;0;;GT_SMGR;
5810;8003396;CORPORATE GENERAL AFFAIRS ADMINISTRATION;5809;121212;33334;0;;GT_SPV;
5812;8003397;DEPARTMENT HEAD BIDANG ADM/ KEUANGAN & PERIJINAN;5809;121212;33334;177777;;GT_MGR;
5813;8003398;STAFF ADM/ KEUANGAN & PERIJINAN;5812;121212;33334;177777;;GT_STFF;
5814;8003399;STAFF ADM/ KEUANGAN & PERIJINAN;5812;121212;33334;177777;;GT_STFF;
5815;8003400;STAFF ADM/ KEUANGAN & PERIJINAN;5812;121212;33334;177777;;GT_STFF;
5816;8003401;STAFF ADM/ KEUANGAN & PERIJINAN;5812;121212;33334;177777;;GT_STFF;
5817;8003402;STAFF ADM/ KEUANGAN & PERIJINAN;5812;121212;33334;177777;;GT_STFF;
5819;8003403;DEPARTMENT HEAD BIDANG DEPT. LAIN/ UMUM;5809;121212;33334;188887;;GT_MGR;
5820;8003404;STAFF BIDANG DEPT. LAIN/ UMUM;5819;121212;33334;188887;;GT_STFF;
5821;8003405;STAFF BIDANG DEPT. LAIN/ UMUM;5819;121212;33334;188887;;GT_STFF;
5822;8003406;STAFF BIDANG DEPT. LAIN/ UMUM;5819;121212;33334;188887;;GT_STFF;
5824;8003407;DEPARTMENT HEAD BIDANG DOKUMENTASI, DEPNAKER, PEMDA, BUMN;5809;121212;33334;199998;;GT_MGR;
5825;8003408;STAFF BIDANG DOKUMENTASI, DEPNAKER, PEMDA, BUMN;5824;121212;33334;199998;;GT_STFF;
5826;8003409;STAFF BIDANG DOKUMENTASI, DEPNAKER, PEMDA, BUMN;5824;121212;33334;199998;;GT_STFF;
5827;8003410;STAFF BIDANG DOKUMENTASI, DEPNAKER, PEMDA, BUMN;5824;121212;33334;199998;;GT_STFF;
5828;8003411;STAFF BIDANG DOKUMENTASI, DEPNAKER, PEMDA, BUMN;5824;121212;33334;199998;;GT_STFF;
5829;8003412;STAFF BIDANG DOKUMENTASI, DEPNAKER, PEMDA, BUMN;5824;121212;33334;199998;;GT_STFF;
5846;8000725;DEPUTY PRESIDENT DIRECTOR/CEO;14774;0;0;0;;GT_DPTPRESDIR;
5855;8003029;DEPT. HEAD INTERNAL AUDIT (8003029);5846;50131;30145;10218;;GT_MGR;
5856;8003030;INTERNAL AUDIT EXECUTIVE 1 (8003030);5855;50131;30145;10218;;GT_JMGR;
5857;8003031;INTERNAL AUDIT EXECUTIVE 2 (8003031);5855;50131;30145;10218;;GT_JMGR;
5858;8003032;INTERNAL AUDITOR 1 (8003032);5855;50131;30145;10218;;GT_SPV;
5859;8003033;INTERNAL AUDITOR 3 (8003033);5855;50131;30145;10218;;GT_SPV;
5860;8003034;INTERNAL AUDITOR 2 (8003034);5855;50131;30145;10218;;GT_SPV;
5861;8003035;INTERNAL AUDITOR 4 (8003035);5855;50131;30145;10218;;GT_SPV;
5863;8003036;DEPT. HEAD LEGAL (8003036);5846;50131;30145;10217;;GT_MGR;
5864;8003037;LEGAL OFFICER 2 (8003037);5863;50131;30145;10217;;GT_SPV;
5865;8003038;LEGAL OFFICER 1 (8003038);5863;50131;30145;10217;;GT_SPV;
5867;8003039;DEPARTMENT HEAD SOP (8003039);14643;50126;30139;10208;;GT_MGR;
5868;8003040;STAFF SOP (8003040);5867;50126;30139;10208;;GT_STFF;
5870;8000785;EVP SUPPLY CHAIN MANAGEMENT, LOGISTIC & SHIPPING;12003;50131;30129;0;;GT_SGM;
5872;8003041;DEPARTMENT HEAD SUPPLY CHAIN MANAGEMENT;5870;50131;30129;10174;;GT_MGR;
5873;8003042;ANALYST SUPPLY CHAIN MANAGEMENT;5872;50131;30129;10174;;GT_SPV;
5874;8003043;ANALYST SUPPLY CHAIN MANAGEMENT;5872;50131;30129;10174;;GT_SPV;
5875;8003044;ANALYST SUPPLY CHAIN MANAGEMENT;5872;50131;30129;10174;;GT_SPV;
5876;8003045;ANALYST SUPPLY CHAIN MANAGEMENT;5872;50131;30129;10174;;GT_SPV;
5877;8003046;ANALYST SUPPLY CHAIN MANAGEMENT;5872;50131;30129;10174;;GT_SPV;
5878;8003047;STAFF SUPPLY CHAIN MANAGEMENT;5872;50131;30129;10174;;GT_STFF;
5879;8003048;STAFF CUSTOMER RELATION;5872;50131;30129;10174;;GT_STFF;
5880;8003049;STAFF CUSTOMER RELATION;5872;50131;30129;10174;;GT_STFF;
5881;8003050;STAFF CUSTOMER RELATION;5872;50131;30129;10174;;GT_STFF;
5882;8003051;STAFF CUSTOMER RELATION;5872;50131;30129;10174;;GT_STFF;
5883;8003052;STAFF SUPPLY CHAIN MANAGEMENT DATA SUPPORT;5872;50131;30129;10174;;GT_STFF;
5884;8003053;STAFF SALES SUPPORT;5872;50131;30129;10174;;GT_STFF;
5885;8003054;STAFF SALES SUPPORT;5872;50131;30129;10174;;GT_STFF;
5886;8003055;STAFF SALES SUPPORT;5872;50131;30129;10174;;GT_STFF;
5887;8008851;ANALYST SUPPLY CHAIN MANAGEMENT;5872;50131;30129;10174;;GT_SPV;
5889;8000887;HEAD OF DIVISION LOGISTIC;5870;50131;30129;0;;GT_GM;
5898;8000895;DEPT. HEAD PRODUCT WAREHOUSE A;5889;50131;30129;10168;;GT_MGR;
5899;8000896;SECTION HEAD GENERAL ADMIN, MANAGEMENT SUPPORT & IMPROVEMENT;21103;50131;30129;10168;;GT_SPV;
5900;8000897;TEAM LEADER K3L, 5R & JO/EJO;5899;50131;30129;10168;;GT_STFF;
5902;8000898;TEAM LEADER ADMIN SHIPPING LOKAL & BARANG PROMOSI;21368;50131;30129;10168;;GT_STFF;
5907;8000903;WORKER SHIPPING LOKAL;5902;50131;30129;10168;;GT_WRKR;
5910;8000905;WORKER 5R;5900;50131;30129;10168;;GT_WRKR;
5914;8000907;SECTION HEAD PENERIMAAN & PEMINDAHAN TUBE FLAP;21104;50131;30129;10168;;GT_SPV;
5915;8000908;WORKER PENYUSUNAN TUBE & FLAP, ADM LAPANGAN;6035;50131;30129;10168;;GT_WRKR;
5921;8000913;SECTION HEAD PENGIRIMAN (LOADING);21103;50131;30129;10168;;GT_SPV;
5922;8000914;TEAM LEADER LOADING APW ;5921;50131;30129;10168;;GT_STFF;
5923;8000915;WORKER PENGIRIMAN (LOADING);5922;50131;30129;10168;;GT_WRKR;
5925;8000916;TEAM LEADER PEMINDAHAN TIRE;5940;50131;30129;10168;;GT_STFF;
5930;8000920;TEAM LEADER WRAPPING;6034;50131;30129;10168;;GT_STFF;
5931;8000921;WORKER WRAPPING;5930;50131;30129;10168;;GT_WRKR;
5933;8000922;TEAM LEADER STAGING;6034;50131;30129;10168;;GT_STFF;
5935;8000924;WORKER SETTING;5933;50131;30129;10168;;GT_WRKR;
5940;8000928;SECTION HEAD PENERIMAAN & PEMINDAHAN TIRE;21103;50131;30129;10168;;GT_SPV;
5946;8000932;TEAM LEADER PERSIAPAN KIRIM BARANG;6034;50131;30129;10168;;GT_STFF;
5947;8000933;WORKER PERSIAPAN KIRIM BARANG;5946;50131;30129;10168;;GT_WRKR;
5948;8000934;DRIVER FORKLIFT;5946;50131;30129;10168;;GT_WRKR;
5954;8000939;TEAM LEADER SETTING OEM;21483;50131;30129;10168;;GT_STFF;
5955;8000940;WORKER SETTING OEM;5954;50131;30129;10168;;GT_WRKR;
5957;8000941;TEAM LEADER PENYUSUNAN & STOCK CONTROL APW;21483;50131;30129;10168;;GT_STFF;
5958;8000942;WORKER KERAPIHAN / PENGEREKAN;5957;50131;30129;10168;;GT_WRKR;
5961;8000945;DRIVER SETTING OEM;5954;50131;30129;10168;;GT_WRKR;
5962;8000946;WORKER ADMIN STOCK CONTROL TIRE;5957;50131;30129;10168;;GT_WRKR;
5969;8000952;TEAM LEADER PERSIAPAN KIRIM BARANG;6034;50131;30129;10168;;GT_STFF;
5970;8000953;WORKER PERSIAPAN KIRIM BARANG;5969;50131;30129;10168;;GT_WRKR;
5971;8000954;DRIVER FORKLIFT;5969;50131;30129;10168;;GT_WRKR;
5974;8000957;WORKER STOCK PROMOSI & FORKLIFT;14854;50131;30129;10168;;GT_WRKR;
5987;8000968;DRIVER STOCK PROMOSI & FORKLIFT;14854;50131;30129;10168;;GT_WRKR;
5989;8000969;TEAM LEADER PENERIMAAN TIRE;5940;50131;30129;10168;;GT_STFF;
5990;8000970;WORKER PENERIMAAN TIRE;5989;50131;30129;10168;;GT_WRKR;
5991;8000971;DRIVER FORKLIFT;5989;50131;30129;10168;;GT_WRKR;
5994;8000973;DRIVER FORKLIFT;5925;50131;30129;10168;;GT_WRKR;
5995;8000974;WORKER PEMINDAHAN TIRE;5925;50131;30129;10168;;GT_WRKR;
6001;8000978;TEAM LEADER PEMINDAHAN TIRE;5940;50131;30129;10168;;GT_STFF;
6002;8000979;WORKER PEMINDAHAN TIRE;6001;50131;30129;10168;;GT_WRKR;
6003;8000980;DRIVER FORKLIFT;6001;50131;30129;10168;;GT_WRKR;
6006;8000982;TEAM LEADER PENERIMAAN TIRE;5940;50131;30129;10168;;GT_STFF;
6007;8000983;DRIVER FORKLIFT;6006;50131;30129;10168;;GT_WRKR;
6008;8000984;WORKER PENERIMAAN TIRE;6006;50131;30129;10168;;GT_WRKR;
6020;8000994;TEAM LEADER PENERIMAAN TIRE;5940;50131;30129;10168;;GT_STFF;
6022;8000996;WORKER PENERIMAAN TIRE;6020;50131;30129;10168;;GT_WRKR;
6023;8000997;DRIVER FORKLIFT;6020;50131;30129;10168;;GT_WRKR;
6027;8001000;TEAM LEADER PENERIMAAN TIRE;5940;50131;30129;10168;;GT_STFF;
6028;8001001;DRIVER FORKLIFT;6027;50131;30129;10168;;GT_WRKR;
6029;8001002;WORKER PENERIMAAN TIRE;6027;50131;30129;10168;;GT_WRKR;
6034;8001006;SECTION HEAD PERSIAPAN & WRAPPING;21104;50131;30129;10168;;GT_SPV;
6035;8001007;TEAM LEADER STOCK CONTROL & PERSIAPAN KIRIM TUBE & FLAP;5914;50131;30129;10168;;GT_STFF;
6036;8008367;DRIVER FORKLIFT;5930;50131;30129;10168;;GT_WRKR;
6038;8001008;TEAM LEADER PACKING TUBE;5914;50131;30129;10168;;GT_STFF;
6039;8001009;WORKER PACKING TUBE;6038;50131;30129;10168;;GT_WRKR;
6041;8001010;TEAM LEADER PENERIMAAN PRODUKSI TUBE & FLAP;5914;50131;30129;10168;;GT_STFF;
6044;8001013;WORKER PENERIMAAN TUBE & FLAP;6041;50131;30129;10168;;GT_WRKR;
6045;8001014;DRIVER FORKLIFT;6038;50131;30129;10168;;GT_WRKR;
6050;8001017;TEAM LEADER PACKING FLAP;5914;50131;30129;10168;;GT_STFF;
6055;8001022;WORKER PACKING FLAP;6050;50131;30129;10168;;GT_WRKR;
6313;8001213;DEPT. HEAD PRODUCT WAREHOUSE D;5889;50131;30129;10171;;GT_MGR;
6315;8001214;SUB DEPT. HEAD PENERIMAAN PRODUKSI, PEMINDAHAN & STOCK CONTROL;6313;50131;30129;10171;;GT_JMGR;
6317;8001215;SECTION HEAD GENERAL ADMIN;14843;50131;30129;10171;;GT_SPV;
6318;8001216;WORKER ADM INVENTORY;6320;50131;30129;10171;;GT_WRKR;
6320;8001217;TEAM LEADER ADM INVENTORY;6317;50131;30129;10171;;GT_STFF;
6321;8001218;CLERK ADM INVENTORY;6320;50131;30129;10171;;GT_WRKR;
6323;8001219;ADMIN SUPPORT;6317;50131;30129;10171;;GT_STFF;
6326;8001221;TEAM LEADER ADM EXPORT;6353;50131;30129;10171;;GT_STFF;
6327;8001222;CLERK ADM EXPORT;6326;50131;30129;10171;;GT_WRKR;
6328;8001223;CLERK ADM EXPORT;14858;50131;30129;10171;;GT_WRKR;
6331;8001226;CLERK ADM EXPORT;14860;50131;30129;10171;;GT_WRKR;
6334;8001229;CLERK ADM REPIC;6340;50131;30129;10171;;GT_WRKR;
6340;8001234;TEAM LEADER ADM REPIC;6353;50131;30129;10171;;GT_STFF;
6341;8001235;CLERK ADM OEM;6343;50131;30129;10171;;GT_WRKR;
6342;8001236;CLERK SISTEM;14674;50131;30129;10171;;GT_WRKR;
6343;8001237;TEAM LEADER ADM OEM;6353;50131;30129;10171;;GT_STFF;
6345;8001238;SECTION HEAD GENERAL SUPPORT;14843;50131;30129;10171;;GT_SPV;
6348;8001240;WORKER STICKER CONTROL;14849;50131;30129;10171;;GT_WRKR;
6349;8001241;STAFF DOCUMENT CONTROL;6345;50131;30129;10171;;GT_STFF;
6353;8001244;SECTION HEAD ADM. PENGIRIMAN DAN SISTEM;14843;50131;30129;10171;;GT_SPV;
6358;8001248;TEAM LEADER PROBLEM, FASE & SCRAP;6345;50131;30129;10171;;GT_STFF;
6359;8001249;WORKER PROBLEM, FASE & SCRAP;6358;50131;30129;10171;;GT_WRKR;
6360;8001250;WORKER SISTEM;14674;50131;30129;10171;;GT_WRKR;
6362;8001251;TEAM LEADER K3L;6345;50131;30129;10171;;GT_STFF;
6363;8001252;WORKER PERSIAPAN BAN TEST;14847;50131;30129;10171;;GT_WRKR;
6365;8001254;WORKER K3L;6362;50131;30129;10171;;GT_WRKR;
6368;8001256;TEAM LEADER ASET;6345;50131;30129;10171;;GT_STFF;
6369;8001257;WORKER ASET;6368;50131;30129;10171;;GT_WRKR;
6373;8001260;TEAM LEADER PENGAWASAN FORKLIFT;6345;50131;30129;10171;;GT_STFF;
6374;8001261;WORKER PENGAWASAN FORKLIFT;6373;50131;30129;10171;;GT_WRKR;
6377;8001263;SECTION HEAD KOORDINATOR 4G3S;6313;50131;30129;10171;;GT_SPV;
6379;8001264;SECTION HEAD KOORDINATOR 4G3S;6313;50131;30129;10171;;GT_SPV;
6381;8001265;SECTION HEAD KOORDINATOR 4G3S;6313;50131;30129;10171;;GT_SPV;
6383;8001266;SECTION HEAD KOORDINATOR 4G3S;6313;50131;30129;10171;;GT_SPV;
6385;8001267;SUB DEPT. HEAD PERSIAPAN PENGIRIMAN DAN PENGIRIMAN;6313;50131;30129;10171;;GT_JMGR;
6387;8001268;SECTION HEAD PERSIAPAN PENGIRIMAN;6385;50131;30129;10171;;GT_SPV;
6388;8001269;STAFF PERSIAPAN EXPORT;6387;50131;30129;10171;;GT_STFF;
6389;8001270;TEAM LEADER PERSIAPAN LOKAL;6387;50131;30129;10171;;GT_STFF;
6390;8001271;STAFF PERSIAPAN LOKAL;6387;50131;30129;10171;;GT_STFF;
6392;8001272;TEAM LEADER PERSIAPAN LOKAL;6387;50131;30129;10171;;GT_STFF;
6394;8001274;WORKER PERSIAPAN LOKAL;6392;50131;30129;10171;;GT_WRKR;
6395;8001275;DRIVER PERSIAPAN LOKAL;6392;50131;30129;10171;;GT_WRKR;
6397;8001276;TEAM LEADER PERSIAPAN LOKAL;6387;50131;30129;10171;;GT_STFF;
6399;8001278;WORKER PERSIAPAN LOKAL;6397;50131;30129;10171;;GT_WRKR;
6400;8001279;DRIVER PERSIAPAN LOKAL;6397;50131;30129;10171;;GT_WRKR;
6402;8001280;TEAM LEADER PERSIAPAN LOKAL;6387;50131;30129;10171;;GT_STFF;
6403;8001281;WORKER PERSIAPAN LOKAL;6402;50131;30129;10171;;GT_WRKR;
6405;8001283;DRIVER PERSIAPAN LOKAL;6402;50131;30129;10171;;GT_WRKR;
6407;8001284;TEAM LEADER PERSIAPAN NONWRAP EXPORT;6387;50131;30129;10171;;GT_STFF;
6408;8001285;WORKER PERSIAPAN NONWRAP EXPORT;6407;50131;30129;10171;;GT_WRKR;
6409;8001286;DRIVER PERSIAPAN NONWRAP EXPORT;6407;50131;30129;10171;;GT_WRKR;
6411;8001287;TEAM LEADER PERSIAPAN NONWRAP EXPORT;6387;50131;30129;10171;;GT_STFF;
6412;8001288;WORKER PERSIAPAN NONWRAP EXPORT;6411;50131;30129;10171;;GT_WRKR;
6413;8001289;DRIVER PERSIAPAN NONWRAP EXPORT;6411;50131;30129;10171;;GT_WRKR;
6415;8001290;TEAM LEADER PERSIAPAN NONWRAP EXPORT;6387;50131;30129;10171;;GT_STFF;
6416;8001291;WORKER PERSIAPAN NONWRAP EXPORT;6415;50131;30129;10171;;GT_WRKR;
6417;8001292;DRIVER PERSIAPAN NONWRAP EXPORT;6415;50131;30129;10171;;GT_WRKR;
6419;8001293;TEAM LEADER PERSIAPAN WRAP EXPORT;6387;50131;30129;10171;;GT_STFF;
6420;8001294;WORKER PERSIAPAN WRAP EXPORT;6419;50131;30129;10171;;GT_WRKR;
6422;8001296;DRIVER PERSIAPAN WRAP EXPORT;6419;50131;30129;10171;;GT_WRKR;
6426;8001299;TEAM LEADER PERSIAPAN WRAP EXPORT;6387;50131;30129;10171;;GT_STFF;
6427;8001300;WORKER PERSIAPAN WRAP EXPORT;6426;50131;30129;10171;;GT_WRKR;
6429;8001302;DRIVER PERSIAPAN WRAP EXPORT;6426;50131;30129;10171;;GT_WRKR;
6430;8001303;DRIVER PERSIAPAN LOKAL;6389;50131;30129;10171;;GT_WRKR;
6433;8001305;TEAM LEADER PERSIAPAN WRAP EXPORT;6387;50131;30129;10171;;GT_STFF;
6434;8001306;WORKER PERSIAPAN WRAP EXPORT;6433;50131;30129;10171;;GT_WRKR;
6436;8001308;DRIVER PERSIAPAN WRAP EXPORT;6433;50131;30129;10171;;GT_WRKR;
6440;8001311;SECTION HEAD PENGIRIMAN;6385;50131;30129;10171;;GT_SPV;
6442;8001312;TEAM LEADER PENGIRIMAN;6440;50131;30129;10171;;GT_STFF;
6443;8001313;WORKER PENGIRIMAN;6442;50131;30129;10171;;GT_WRKR;
6444;8001314;DRIVER PENGIRIMAN;6442;50131;30129;10171;;GT_WRKR;
6446;8001315;TEAM LEADER PENGIRIMAN;6440;50131;30129;10171;;GT_STFF;
6447;8001316;WORKER PENGIRIMAN;6446;50131;30129;10171;;GT_WRKR;
6448;8001317;DRIVER PENGIRIMAN;6446;50131;30129;10171;;GT_WRKR;
6450;8001318;TEAM LEADER PENGIRIMAN;6440;50131;30129;10171;;GT_STFF;
6451;8001319;WORKER PENGIRIMAN;6450;50131;30129;10171;;GT_WRKR;
6452;8001320;DRIVER PENGIRIMAN;6450;50131;30129;10171;;GT_WRKR;
6454;8001321;TEAM LEADER PENGIRIMAN;6440;50131;30129;10171;;GT_STFF;
6455;8001322;WORKER PENGIRIMAN;6454;50131;30129;10171;;GT_WRKR;
6456;8001323;DRIVER PENGIRIMAN;6454;50131;30129;10171;;GT_WRKR;
6458;8001324;TEAM LEADER PENGIRIMAN;6440;50131;30129;10171;;GT_STFF;
6459;8001325;WORKER PENGIRIMAN;6458;50131;30129;10171;;GT_WRKR;
6460;8001326;DRIVER PENGIRIMAN;6458;50131;30129;10171;;GT_WRKR;
6462;8001327;TEAM LEADER PENGIRIMAN;6440;50131;30129;10171;;GT_STFF;
6463;8001328;WORKER PENGIRIMAN;6462;50131;30129;10171;;GT_WRKR;
6464;8001329;DRIVER PENGIRIMAN;6462;50131;30129;10171;;GT_WRKR;
6466;8001330;SECTION HEAD PEMINDAHAN;6315;50131;30129;10171;;GT_SPV;
6468;8001331;TEAM LEADER PEMINDAHAN;6466;50131;30129;10171;;GT_STFF;
6469;8001332;DRIVER PEMINDAHAN;6468;50131;30129;10171;;GT_WRKR;
6471;8001333;TEAM LEADER PEMINDAHAN;6466;50131;30129;10171;;GT_STFF;
6472;8001334;DRIVER PEMINDAHAN;6471;50131;30129;10171;;GT_WRKR;
6474;8001335;TEAM LEADER PEMINDAHAN;6466;50131;30129;10171;;GT_STFF;
6475;8001336;DRIVER PEMINDAHAN;6474;50131;30129;10171;;GT_WRKR;
6477;8001337;TEAM LEADER PEMINDAHAN;6466;50131;30129;10171;;GT_STFF;
6478;8001338;DRIVER PEMINDAHAN;6477;50131;30129;10171;;GT_WRKR;
6480;8001339;TEAM LEADER DPW1 & DPW4;6552;50131;30129;10171;;GT_STFF;
6510;8001364;SECTION HEAD PENERIMAAN PRODUKSI;6315;50131;30129;10171;;GT_SPV;
6512;8001365;TEAM LEADER PENERIMAAN PRODUKSI PLANT K;6510;50131;30129;10171;;GT_STFF;
6513;8001366;DRIVER PENERIMAAN PRODUKSI PLANT K;6512;50131;30129;10171;;GT_WRKR;
6514;8001367;WORKER PENERIMAAN PRODUKSI PLANT K;6512;50131;30129;10171;;GT_WRKR;
6515;8001368;DRIVER PENERIMAAN PRODUKSI PLANT D;14865;50131;30129;10171;;GT_WRKR;
6517;8001369;TEAM LEADER PENERIMAAN PRODUKSI PLANT K;6510;50131;30129;10171;;GT_STFF;
6518;8001370;WORKER PENERIMAAN PRODUKSI PLANT K;6517;50131;30129;10171;;GT_WRKR;
6519;8001371;WORKER PENERIMAAN PRODUKSI PLANT D;14866;50131;30129;10171;;GT_WRKR;
6520;8001372;DRIVER PENERIMAAN PRODUKSI PLANT K;6517;50131;30129;10171;;GT_WRKR;
6522;8001373;TEAM LEADER PENERIMAAN PRODUKSI PLANT K;6510;50131;30129;10171;;GT_STFF;
6523;8001374;WORKER PENERIMAAN PRODUKSI PLANT K;6522;50131;30129;10171;;GT_WRKR;
6524;8001375;DRIVER PENERIMAAN PRODUKSI PLANT D;14867;50131;30129;10171;;GT_WRKR;
6525;8001376;DRIVER PENERIMAAN PRODUKSI PLANT K;6522;50131;30129;10171;;GT_WRKR;
6527;8001377;TEAM LEADER PENERIMAAN PRODUKSI PLANT K;6510;50131;30129;10171;;GT_STFF;
6528;8001378;WORKER PENERIMAAN PRODUKSI PLANT D;14868;50131;30129;10171;;GT_WRKR;
6529;8001379;WORKER PENERIMAAN PRODUKSI PLANT K;6527;50131;30129;10171;;GT_WRKR;
6530;8001380;DRIVER PENERIMAAN PRODUKSI PLANT K;6527;50131;30129;10171;;GT_WRKR;
6532;8001381;TEAM LEADER DPW1 & DPW4;6552;50131;30129;10171;;GT_STFF;
6533;8001382;WORKER DPW1 & DPW4;6532;50131;30129;10171;;GT_WRKR;
6535;8001383;TEAM LEADER DPW1 & DPW4;6552;50131;30129;10171;;GT_STFF;
6536;8001384;WORKER PENERIMAAN PRODUKSI NON REGULER;6510;50131;30129;10171;;GT_WRKR;
6541;8001389;WORKER DPW1 & DPW4;6535;50131;30129;10171;;GT_WRKR;
6552;8001399;SECTION HEAD STOCK CONTROL;6315;50131;30129;10171;;GT_SPV;
6555;8001401;TEAM LEADER DPW2 & DPW3;6552;50131;30129;10171;;GT_STFF;
6559;8001405;WORKER DPW2 & DPW3;14845;50131;30129;10171;;GT_WRKR;
6560;8001406;WORKER DPW2 & DPW3;6555;50131;30129;10171;;GT_WRKR;
6565;8001410;TEAM LEADER DPW2 & DPW3;6552;50131;30129;10171;;GT_STFF;
