posisi_id;kode_posisi;nama_posisi;parent;Direktorat_id;Division_id;Departemen_id;people_id;Jobtitle_code;Parent_path
153;8014771;OPERATOR BMC LINE 04 - 05 ;48;50000;30000;10000;;GT_WRKR;
154;8014773;OPERATOR BTE LINE 01 - 02 ;30;50000;30000;10000;;GT_WRKR;
155;8014776;OPERATOR BTE LINE 03,04,05 ;31;50000;30000;10000;;GT_WRKR;
156;8014778;OPERATOR BBC ;32;50000;30000;10000;;GT_WRKR;
157;8014780;OPERATOR BBG ;33;50000;30000;10000;;GT_WRKR;
158;8014782;OPERATOR BMC LINE 01 - 02 ;50;50000;30000;10000;;GT_WRKR;
159;8014784;OPERATOR BMC LINE 03 ;51;50000;30000;10000;;GT_WRKR;
160;8014786;OPERATOR BMC LINE 04 - 05 ;52;50000;30000;10000;;GT_WRKR;
161;8014788;OPERATOR HMC LINE 01 ;54;50000;30000;10000;;GT_WRKR;
162;8014790;OPERATOR HMC LINE 02 ;55;50000;30000;10000;;GT_WRKR;
163;8014792;OPERATOR HMC LINE 01 ;57;50000;30000;10000;;GT_WRKR;
164;8014794;OPERATOR HMC LINE 02 ;58;50000;30000;10000;;GT_WRKR;
165;8014796;OPERATOR HMC LINE 01 ;60;50000;30000;10000;;GT_WRKR;
166;8014798;OPERATOR HMC LINE 02 ;61;50000;30000;10000;;GT_WRKR;
167;8014800;OPERATOR HMC LINE 01 ;63;50000;30000;10000;;GT_WRKR;
169;8014804;OPERATOR BTC LINE 01 - 03 ;67;50000;30000;10000;;GT_WRKR;
170;8014806;OPERATOR BTC LINE 04 - 06 ;68;50000;30000;10000;;GT_WRKR;
171;8014808;OPERATOR REPLACEMENT MOLD & BLADDER ;69;50000;30000;10000;;GT_WRKR;
172;8014810;OPERATOR REPAIR & OE ;70;50000;30000;10000;;GT_WRKR;
173;8014812;OPERATOR GTS BTC ;71;50000;30000;10000;;GT_WRKR;
174;8014814;OPERATOR BTC LINE 01 - 03 ;73;50000;30000;10000;;GT_WRKR;
175;8014816;OPERATOR BTC LINE 04 - 06 ;74;50000;30000;10000;;GT_WRKR;
176;8014818;OPERATOR REPLACEMENT MOLD & BLADDER ;75;50000;30000;10000;;GT_WRKR;
177;8014820;OPERATOR REPAIR & OE ;76;50000;30000;10000;;GT_WRKR;
178;8014822;OPERATOR GTS BTC ;77;50000;30000;10000;;GT_WRKR;
179;8014824;OPERATOR BTC LINE 01 - 03 ;79;50000;30000;10000;;GT_WRKR;
181;8014828;OPERATOR REPLACEMENT MOLD & BLADDER ;81;50000;30000;10000;;GT_WRKR;
182;8014830;OPERATOR REPAIR & OE ;82;50000;30000;10000;;GT_WRKR;
183;8014832;OPERATOR GTS BTC ;83;50000;30000;10000;;GT_WRKR;
185;8014836;OPERATOR BTC LINE 04 - 06 ;86;50000;30000;10000;;GT_WRKR;
187;8014840;OPERATOR REPAIR & OE ;88;50000;30000;10000;;GT_WRKR;
188;8014842;OPERATOR GTS BTC ;89;50000;30000;10000;;GT_WRKR;
189;8014844;OPERATOR HTC LINE 01 - 03 ;91;50000;30000;10000;;GT_WRKR;
190;8014846;OPERATOR GTS HTC ;92;50000;30000;10000;;GT_WRKR;
191;8014848;OPERATOR HTC LINE 01 - 03 ;94;50000;30000;10000;;GT_WRKR;
193;8014852;OPERATOR HTC LINE 01 - 03 ;97;50000;30000;10000;;GT_WRKR;
195;8014856;OPERATOR HTC LINE 01 - 03 ;100;50000;30000;10000;;GT_WRKR;
196;8014683;OPERATOR GTS HTC ;101;50000;30000;10000;;GT_WRKR;
197;8014629;WORKER PREPARATION BTC ;118;50000;30000;10000;;GT_WRKR;
198;8015051;WORKER PREPARATION BMC ;113;50000;30000;10000;;GT_WRKR;
200;8015054;WORKER PREPARATION HTC ;122;50000;30000;10000;;GT_WRKR;
201;8015056;WORKER PREPARATION & MAINTENANCE MOLD & BLADDER PLANT B ;125;50000;30000;10000;;GT_WRKR;
202;8015058;WORKER PREPARATION & MAINTENANCE MOLD & BLADDER PLANT H ;126;50000;30000;10000;;GT_WRKR;
203;8019801;POLTEK-BMC ;10;50000;30000;10000;;PLTK_NH;
204;8022101;OPERATOR TRANSFER EQUIPMENT ;13;50000;30000;10000;;GT_WRKR;
205;8022103;OPERATOR TRANSFER EQUIPMENT ;19;50000;30000;10000;;GT_WRKR;
206;8022105;OPERATOR TRANSFER EQUIPMENT ;24;50000;30000;10000;;GT_WRKR;
207;8022107;OPERATOR TRANSFER EQUIPMENT ;30;50000;30000;10000;;GT_WRKR;
208;8022109;OPERATOR TRANSFER EQUIPMENT ;15;50000;30000;10000;;GT_WRKR;
209;8022111;OPERATOR TRANSFER EQUIPMENT ;21;50000;30000;10000;;GT_WRKR;
210;8022113;OPERATOR TRANSFER EQUIPMENT ;26;50000;30000;10000;;GT_WRKR;
211;8022115;OPERATOR TRANSFER EQUIPMENT ;32;50000;30000;10000;;GT_WRKR;
212;8022117;OPERATOR TRANSFER EQUIPMENT ;17;50000;30000;10000;;GT_WRKR;
213;8022119;OPERATOR TRANSFER EQUIPMENT ;23;50000;30000;10000;;GT_WRKR;
214;8022121;OPERATOR TRANSFER EQUIPMENT ;28;50000;30000;10000;;GT_WRKR;
215;8022123;OPERATOR TRANSFER EQUIPMENT ;34;50000;30000;10000;;GT_WRKR;
216;8014802;OPERATOR HMC LINE 02 ;64;50000;30000;10000;;GT_WRKR;
217;8015053;WORKER PREPARATION HMC ;116;50000;30000;10000;;GT_WRKR;
218;8014826;OPERATOR BTC LINE 04 - 06 ;80;50000;30000;10000;;GT_WRKR;
219;8014834;OPERATOR BTC LINE 01 - 03 ;85;50000;30000;10000;;GT_WRKR;
220;8014838;OPERATOR REPLACEMENT MOLD & BLADDER ;87;50000;30000;10000;;GT_WRKR;
221;8014850;OPERATOR GTS HTC ;95;50000;30000;10000;;GT_WRKR;
222;8014854;OPERATOR GTS HTC ;98;50000;30000;10000;;GT_WRKR;
223;8013317;DEPT. HEAD PRODUCTION TIRE PLANT I ;8;50000;30000;10001;;GT_MGR;
224;8013630;SUB DEPT. HEAD PRODUCTION MATERIAL 1 ;223;50000;30000;10001;;GT_JMGR;
225;8013631;SECTION HEAD ITL, PREASSEMBLY & SQUEEGEE ;224;50000;30000;10001;;GT_SPV;
226;8013632;TEAM LEADER SQUEEGEE ;225;50000;30000;10001;;GT_STFF;
227;8013634;OPERATOR SQUEEGEE ;226;50000;30000;10001;;GT_WRKR;
228;8013635;TEAM LEADER ITL & PREASSEMBLY ;225;50000;30000;10001;;GT_STFF;
229;8013637;OPERATOR ITL & PREASSEMBLY ;228;50000;30000;10001;;GT_WRKR;
230;8013638;SECTION HEAD ITL, PREASSEMBLY & SQUEEGEE ;224;50000;30000;10001;;GT_SPV;
231;8013639;TEAM LEADER SQUEEGEE ;230;50000;30000;10001;;GT_STFF;
232;8013641;OPERATOR SQUEEGEE ;231;50000;30000;10001;;GT_WRKR;
233;8013642;TEAM LEADER ITL & PREASSEMBLY ;230;50000;30000;10001;;GT_STFF;
234;8013644;OPERATOR ITL & PREASSEMBLY ;233;50000;30000;10001;;GT_WRKR;
235;8013645;SECTION HEAD ITL, PREASSEMBLY & SQUEEGEE ;224;50000;30000;10001;;GT_SPV;
236;8013646;TEAM LEADER SQUEEGEE ;235;50000;30000;10001;;GT_STFF;
237;8013648;OPERATOR SQUEEGEE ;236;50000;30000;10001;;GT_WRKR;
238;8013649;TEAM LEADER ITL & PREASSEMBLY ;235;50000;30000;10001;;GT_STFF;
239;8013651;OPERATOR ITL & PREASSEMBLY ;239;50000;30000;10001;;GT_WRKR;
240;8013652;SECTION HEAD ITL, PREASSEMBLY & SQUEEGEE ;224;50000;30000;10001;;GT_SPV;
241;8013653;TEAM LEADER SQUEEGEE ;240;50000;30000;10001;;GT_STFF;
242;8013655;OPERATOR SQUEEGEE ;241;50000;30000;10001;;GT_WRKR;
243;8013656;TEAM LEADER ITL & PREASSEMBLY ;240;50000;30000;10001;;GT_STFF;
244;8013658;OPERATOR ITL & PREASSEMBLY ;243;50000;30000;10001;;GT_WRKR;
245;8013659;SECTION HEAD BIAS CUTTING & TOPPING CALENDER ;224;50000;30000;10001;;GT_SPV;
246;8013660;TEAM LEADER BIAS CUTTING ;245;50000;30000;10001;;GT_STFF;
247;8013662;OPERATOR BIAS CUTTING ;246;50000;30000;10001;;GT_WRKR;
248;8013663;TEAM LEADER TOPPING CALENDER ;245;50000;30000;10001;;GT_STFF;
249;8013665;OPERATOR TOPPING CALENDER ;248;50000;30000;10001;;GT_WRKR;
250;8013666;SECTION HEAD BIAS CUTTING & TOPPING CALENDER ;224;50000;30000;10001;;GT_SPV;
251;8013667;TEAM LEADER BIAS CUTTING ;250;50000;30000;10001;;GT_STFF;
252;8013669;OPERATOR BIAS CUTTING ;251;50000;30000;10001;;GT_WRKR;
253;8013670;TEAM LEADER TOPPING CALENDER ;250;50000;30000;10001;;GT_STFF;
254;8013672;OPERATOR TOPPING CALENDER ;253;50000;30000;10001;;GT_WRKR;
255;8013673;SECTION HEAD BIAS CUTTING & TOPPING CALENDER ;224;50000;30000;10001;;GT_SPV;
256;8013675;TEAM LEADER BIAS CUTTING ;255;50000;30000;10001;;GT_STFF;
257;8013677;OPERATOR BIAS CUTTING ;256;50000;30000;10001;;GT_WRKR;
258;8013678;TEAM LEADER TOPPING CALENDER ;255;50000;30000;10001;;GT_STFF;
259;8013680;OPERATOR TOPPING CALENDER ;258;50000;30000;10001;;GT_WRKR;
260;8013681;SECTION HEAD BIAS CUTTING & TOPPING CALENDER ;224;50000;30000;10001;;GT_SPV;
261;8013682;TEAM LEADER BIAS CUTTING ;260;50000;30000;10001;;GT_STFF;
262;8013684;OPERATOR BIAS CUTTING ;261;50000;30000;10001;;GT_WRKR;
263;8013685;TEAM LEADER TOPPING CALENDER ;260;50000;30000;10001;;GT_STFF;
264;8013687;OPERATOR TOPPING CALENDER ;263;50000;30000;10001;;GT_WRKR;
265;8013688;SUB DEPT. HEAD PRODUCTION MATERIAL 2 ;223;50000;30000;10001;;GT_JMGR;
266;8013689;SECTION HEAD TREAD EXTRUDER ;265;50000;30000;10001;;GT_SPV;
267;8013963;SUB DEPT. HEAD PREPARATION & IMPROVEMENT BUILDING & CURING ;223;50000;30000;10001;;GT_JMGR;
268;8013690;TEAM LEADER ITE LINE 01 - 04 ;266;50000;30000;10001;;GT_STFF;
269;8013971;SECTION HEAD PREPARATION & IMPROVEMENT IMC ;267;50000;30000;10001;;GT_SPV;
270;8013972;TEAM LEADER PREPARATION IMC ;269;50000;30000;10001;;GT_STFF;
271;8013692;OPERATOR ITE LINE 01 - 04 ;268;50000;30000;10001;;GT_WRKR;
272;8013693;TEAM LEADER ITE LINE 05 - 07 ;266;50000;30000;10001;;GT_STFF;
273;8013973;WORKER PREPARATION IMC ;270;50000;30000;10001;;GT_WRKR;
274;8013974;TEAM LEADER DRUM / BLADDER IMC ;269;50000;30000;10001;;GT_STFF;
275;8013695;OPERATOR ITE LINE 05 - 07 ;272;50000;30000;10001;;GT_WRKR;
276;8013975;WORKER MAINTENANCE DRUM / BLADDER IMC ;274;50000;30000;10001;;GT_WRKR;
277;8013976;STAFF IMPROVEMENT IMC ;269;50000;30000;10001;;GT_STFF;
278;8013696;SECTION HEAD TREAD EXTRUDER ;265;50000;30000;10001;;GT_SPV;
279;8013977;SECTION HEAD PREPARATION & IMPROVEMENT ITC ;267;50000;30000;10001;;GT_SPV;
280;8013978;TEAM LEADER PREPARATION ITC ;279;50000;30000;10001;;GT_STFF;
281;8013979;WORKER PREPARATION ITC ;280;50000;30000;10001;;GT_WRKR;
282;8013980;TEAM LEADER PREPARE GTS ;279;50000;30000;10001;;GT_STFF;
283;8013881;WORKER MAINTENANCE GTS ;282;50000;30000;10001;;GT_WRKR;
284;8013982;STAFF IMPROVEMENT ITC ;279;50000;30000;10001;;GT_STFF;
285;8013983;SECTION HEAD PREPARATION & MAINTENANCE MOLD & BLADDER ;267;50000;30000;10001;;GT_SPV;
286;8013984;TEAM LEADER PREPARATION MOLD & BLADDER ;285;50000;30000;10001;;GT_STFF;
287;8013985;WORKER PREPARATION MOLD & BLADDER ;286;50000;30000;10001;;GT_WRKR;
288;8013986;TEAM LEADER MAINTENANCE MOLD & BLADDER ;285;50000;30000;10001;;GT_STFF;
289;8013987;WORKER MAINTENANCE MOLD & BLADDER ;288;50000;30000;10001;;GT_WRKR;
290;8013697;TEAM LEADER ITE LINE 01 - 04 ;278;50000;30000;10001;;GT_STFF;
291;8013699;OPERATOR ITE LINE 01 - 04 ;290;50000;30000;10001;;GT_WRKR;
292;8013700;TEAM LEADER ITE LINE 05 - 07 ;278;50000;30000;10001;;GT_STFF;
293;8013702;OPERATOR ITE LINE 05 - 07 ;292;50000;30000;10001;;GT_WRKR;
294;8013703;SECTION HEAD TREAD EXTRUDER ;265;50000;30000;10001;;GT_SPV;
295;8013704;TEAM LEADER ITE LINE 01 - 04 ;294;50000;30000;10001;;GT_STFF;
296;8013706;OPERATOR ITE LINE 01 - 04 ;295;50000;30000;10001;;GT_WRKR;
297;8013707;TEAM LEADER ITE LINE 05 - 07 ;294;50000;30000;10001;;GT_STFF;
298;8013709;OPERATOR ITE LINE 05 - 07 ;287;50000;30000;10001;;GT_WRKR;
299;8013710;SECTION HEAD TREAD EXTRUDER ;265;50000;30000;10001;;GT_SPV;
